ID,PurchaseCount,Days_Since_Last_Purchase,Total_Transactions_Unique,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,Spender_Category_Num,Frequency_Category_Num,cluster
429.0,2,2,1,1,16.48,16.48,1,0.0,2,16,16.48,0.0,0.0,2,2,3
430.0,1,114,1,1,16.92,16.92,1,0.0,2,4,16.92,0.0,0.0,2,2,0
435.0,1,51,1,1,4.97,4.97,1,0.0,2,19,4.97,0.0,0.0,1,2,2
436.0,1,93,1,1,19.34,19.34,1,0.0,2,11,19.34,0.0,0.0,2,2,1
437.0,2,114,2,2,136.79,68.395,2,7.0,2,5,136.79,0.0,0.0,3,2,0
438.0,2,107,2,2,56.69,28.345,2,0.0,2,1,56.69,0.0,0.0,2,2,0
439.0,1,92,1,1,10.99,10.99,1,0.0,3,13,10.99,0.0,0.0,2,2,3
441.0,1,43,1,1,25.53,25.53,1,0.0,3,1,25.53,0.0,0.0,2,2,0
446.0,1,128,1,1,11.97,11.97,1,0.0,2,6,11.97,0.0,0.0,2,2,1
447.0,1,92,1,1,18.24,18.24,1,0.0,3,10,18.24,0.0,0.0,2,2,1
448.0,1,79,1,1,15.93,15.93,1,0.0,2,4,15.93,0.0,0.0,2,2,0
449.0,1,122,1,1,15.99,15.99,1,0.0,1,21,15.99,0.0,0.0,2,2,2
454.0,1,114,1,1,10.99,10.99,1,0.0,2,4,10.99,0.0,0.0,2,2,0
461.0,1,7,1,1,32.97,32.97,1,0.0,4,11,32.97,0.0,0.0,2,2,1
464.0,1,37,1,1,14.01,14.01,1,0.0,2,17,14.01,0.0,0.0,2,2,3
465.0,1,92,1,1,11.33,11.33,1,0.0,3,7,11.33,0.0,0.0,2,2,1
467.0,1,122,1,1,25.79,25.79,1,0.0,1,20,25.79,0.0,0.0,2,2,2
468.0,1,114,1,1,22.94,22.94,1,0.0,2,9,22.94,0.0,0.0,3,2,1
469.0,2,79,2,2,38.32,19.16,2,7.0,2,3,38.32,0.0,0.0,2,2,0
471.0,1,15,1,1,10.99,10.99,1,0.0,3,15,10.99,0.0,0.0,2,2,3
473.0,1,79,1,1,8.97,8.97,1,0.0,2,15,8.97,0.0,0.0,1,2,3
475.0,1,51,1,1,6.97,6.97,1,0.0,2,9,6.97,0.0,0.0,2,2,1
476.0,1,128,1,1,18.33,18.33,1,0.0,2,6,18.33,0.0,0.0,1,2,1
477.0,2,44,2,2,23.09,11.545,2,64.0,1,1,11.545,7.926667017101196,-11.209999999999996,2,2,0
483.0,1,121,1,1,7.98,7.98,1,0.0,2,14,7.98,0.0,0.0,2,2,3
485.0,2,15,2,2,66.94,33.47,2,71.0,2,12,33.47,16.235171696043132,-22.960000000000004,2,2,3
486.0,1,1,1,1,7.49,7.49,1,0.0,3,22,7.49,0.0,0.0,2,2,2
490.0,2,9,2,2,13.94,6.970000000000001,2,112.0,2,13,6.970000000000001,2.828427124746191,-4.000000000000001,1,2,3
493.0,2,8,2,2,66.9,33.45,2,58.0,1,5,33.45,16.263455967290597,23.000000000000004,2,2,0
495.0,1,115,1,1,49.97,49.97,1,0.0,1,21,49.97,0.0,0.0,2,2,2
497.0,2,99,1,1,86.49,86.49,1,0.0,3,0,86.49,0.0,0.0,2,2,0
501.0,2,58,2,2,35.83,17.915,2,70.0,2,8,17.915,2.877924599429248,4.069999999999999,2,2,1
502.0,1,64,1,1,32.71,32.71,1,0.0,3,19,32.71,0.0,0.0,2,2,2
505.0,1,6,1,1,15.95,15.95,1,0.0,5,0,15.95,0.0,0.0,2,2,0
506.0,1,86,1,1,11.96,11.96,1,0.0,2,10,11.96,0.0,0.0,2,2,1
507.0,1,106,1,1,24.19,24.19,1,0.0,3,3,24.19,0.0,0.0,1,2,0
509.0,1,1,1,1,20.78,20.78,1,0.0,3,0,20.78,0.0,0.0,3,2,0
511.0,1,65,1,1,12.88,12.88,1,0.0,2,12,12.88,0.0,0.0,2,2,3
512.0,1,7,1,1,20.13,20.13,1,0.0,4,18,20.13,0.0,0.0,3,2,2
513.0,2,8,2,2,188.64,94.32,2,78.0,2,15,94.32,110.77534834068454,-156.66000000000005,2,2,3
514.0,1,51,1,1,11.98,11.98,1,0.0,2,5,11.98,0.0,0.0,2,2,0
516.0,1,107,1,1,44.0,44.0,1,0.0,2,12,44.0,0.0,0.0,2,2,3
525.0,1,37,1,1,17.99,17.99,1,0.0,2,8,17.99,0.0,0.0,2,2,1
527.0,2,44,2,2,18.58,9.29,2,42.0,2,14,9.29,0.4242640687119276,-0.5999999999999996,2,2,3
531.0,1,121,1,1,12.79,12.79,1,0.0,2,16,12.79,0.0,0.0,2,2,3
532.0,1,94,1,1,23.53,23.53,1,0.0,1,20,23.53,0.0,0.0,3,2,2
538.0,3,30,3,3,94.78,31.593333333333334,3,42.0,2,6,31.593333333333334,33.34225597246433,-30.019999999999992,2,2,1
544.0,3,64,3,3,137.64,45.88,3,28.0,2,0,45.88,67.45423114972107,-1.0500000000000007,2,2,0
547.0,1,114,1,1,5.48,5.48,1,0.0,2,2,5.48,0.0,0.0,1,2,0
548.0,2,24,2,2,20.31,10.155,2,68.0,1,4,10.155,3.7688791437242974,-5.33,2,2,0
553.0,1,51,1,1,47.0,47.0,1,0.0,2,5,47.0,0.0,0.0,2,2,0
554.0,1,51,1,1,26.47,26.47,1,0.0,2,9,26.47,0.0,0.0,3,2,1
556.0,2,114,2,2,38.78,19.39,2,1.0,1,9,38.78,0.0,0.0,2,2,1
557.0,2,72,1,1,30.24,30.24,1,0.0,2,11,30.24,0.0,0.0,3,2,1
558.0,2,79,2,2,8.61,4.305,2,21.0,2,14,4.305,0.4737615433949863,-0.6699999999999995,2,2,3
559.0,1,1,1,1,16.95,16.95,1,0.0,3,11,16.95,0.0,0.0,2,2,1
562.0,1,71,1,1,14.19,14.19,1,0.0,3,3,14.19,0.0,0.0,2,2,0
563.0,1,114,1,1,5.47,5.47,1,0.0,2,10,5.47,0.0,0.0,2,2,1
565.0,1,30,1,1,9.36,9.36,1,0.0,2,6,9.36,0.0,0.0,2,2,1
568.0,1,78,1,1,14.0,14.0,1,0.0,3,0,14.0,0.0,0.0,2,2,0
569.0,3,51,3,3,135.82999999999998,45.27666666666666,3,32.0,2,1,67.91499999999999,49.51868788649392,70.03,2,2,0
570.0,1,93,1,1,11.99,11.99,1,0.0,2,20,11.99,0.0,0.0,2,2,2
575.0,2,43,2,2,56.96,28.48,2,64.0,2,6,28.48,33.24816085139147,47.02,2,2,1
579.0,1,71,1,1,13.56,13.56,1,0.0,3,4,13.56,0.0,0.0,2,2,0
582.0,2,72,2,2,34.93,17.465,2,1.0,1,0,34.93,0.0,0.0,1,2,0
585.0,1,100,1,1,29.99,29.99,1,0.0,2,23,29.99,0.0,0.0,2,2,2
586.0,1,122,1,1,24.95,24.95,1,0.0,1,15,24.95,0.0,0.0,2,2,3
589.0,2,42,1,1,16.47,16.47,1,0.0,4,8,16.47,0.0,0.0,2,2,1
590.0,1,37,1,1,9.5,9.5,1,0.0,2,16,9.5,0.0,0.0,2,2,3
592.0,1,7,1,1,18.99,18.99,1,0.0,4,13,18.99,0.0,0.0,2,2,3
595.0,1,44,1,1,46.0,46.0,1,0.0,2,19,46.0,0.0,0.0,3,2,2
601.0,1,107,1,1,19.48,19.48,1,0.0,2,23,19.48,0.0,0.0,2,2,2
603.0,1,45,1,1,6.48,6.48,1,0.0,1,20,6.48,0.0,0.0,2,2,2
607.0,1,107,1,1,6.35,6.35,1,0.0,2,2,6.35,0.0,0.0,2,2,0
611.0,1,99,1,1,12.51,12.51,1,0.0,3,0,12.51,0.0,0.0,2,2,0
612.0,1,107,1,1,20.36,20.36,1,0.0,2,19,20.36,0.0,0.0,3,2,2
613.0,3,30,2,2,33.66,16.83,2,57.0,1,7,16.83,14.34012552246318,-20.28,2,2,1
614.0,1,99,1,1,22.0,22.0,1,0.0,3,2,22.0,0.0,0.0,2,2,0
615.0,2,44,2,2,40.57,20.285,2,55.0,2,5,20.285,17.911014767455253,25.33,2,2,0
618.0,1,37,1,1,9.8,9.8,1,0.0,2,1,9.8,0.0,0.0,1,2,0
619.0,2,78,2,2,96.5,48.25,2,30.0,1,0,48.25,58.68986283848344,83.0,2,2,0
620.0,1,64,1,1,6.58,6.58,1,0.0,3,12,6.58,0.0,0.0,2,2,3
621.0,1,79,1,1,150.0,150.0,1,0.0,2,4,150.0,0.0,0.0,5,2,0
622.0,1,52,1,1,5.98,5.98,1,0.0,1,17,5.98,0.0,0.0,2,2,3
624.0,2,1,2,2,38.69,19.345,2,86.0,1,10,19.345,1.902117241391815,2.6900000000000013,2,2,1
629.0,2,8,2,2,33.25,16.625,2,44.0,1,13,16.625,13.696658351583425,19.37,2,2,3
630.0,2,51,2,2,18.14,9.07,2,20.0,2,11,9.07,4.850752518939716,6.86,2,2,1
638.0,1,80,1,1,5.88,5.88,1,0.0,1,21,5.88,0.0,0.0,1,2,2
646.0,2,51,1,1,80.27,80.27,1,0.0,2,9,80.27,0.0,0.0,4,2,1
647.0,1,42,1,1,14.99,14.99,1,0.0,4,6,14.99,0.0,0.0,2,2,1
648.0,3,22,3,3,63.24,21.08,3,36.0,1,19,21.08,3.880618507403171,3.88,2,2,2
649.0,1,93,1,1,6.9,6.9,1,0.0,2,2,6.9,0.0,0.0,2,2,0
654.0,1,10,1,1,3.47,3.47,1,0.0,1,18,3.47,0.0,0.0,2,2,2
655.0,2,86,1,1,6.55,6.55,1,0.0,2,5,6.55,0.0,0.0,2,2,0
661.0,2,64,2,2,21.77,10.885,2,58.0,1,2,10.885,7.219560235914649,10.21,2,2,0
662.0,1,108,1,1,8.88,8.88,1,0.0,1,14,8.88,0.0,0.0,2,2,3
663.0,1,79,1,1,18.44,18.44,1,0.0,2,4,18.44,0.0,0.0,2,2,0
666.0,1,52,1,1,1.54,1.54,1,0.0,1,14,1.54,0.0,0.0,1,2,3
669.0,3,42,2,2,20.37,10.185,2,79.0,2,6,10.185,7.290270914033305,-10.31,1,2,1
671.0,1,114,1,1,8.99,8.99,1,0.0,2,4,8.99,0.0,0.0,2,2,0
672.0,2,15,2,2,52.7,26.35,2,106.0,2,11,26.35,7.58018469431979,10.720000000000002,2,2,1
675.0,1,2,1,1,79.99,79.99,1,0.0,2,2,79.99,0.0,0.0,4,2,0
678.0,1,100,1,1,10.35,10.35,1,0.0,2,19,10.35,0.0,0.0,2,2,2
679.0,3,2,3,3,148.89,49.63,3,60.0,1,7,74.44500000000001,91.9026683508156,-129.97000000000003,2,2,1
680.0,2,8,2,2,53.74,26.87,2,120.0,2,3,26.87,29.599489860468875,41.86,2,2,0
683.0,2,43,1,1,6.37,6.37,1,0.0,3,7,6.37,0.0,0.0,1,2,1
684.0,1,30,1,1,9.99,9.99,1,0.0,2,10,9.99,0.0,0.0,2,2,1
686.0,1,51,1,1,9.99,9.99,1,0.0,2,14,9.99,0.0,0.0,2,2,3
687.0,1,128,1,1,33.0,33.0,1,0.0,2,0,33.0,0.0,0.0,2,2,0
689.0,2,38,2,2,71.48,35.74,2,84.0,1,20,35.74,33.6299985132322,-47.56,2,2,2
691.0,2,43,1,1,18.49,18.49,1,0.0,3,2,18.49,0.0,0.0,2,2,0
692.0,1,87,1,1,12.81,12.81,1,0.0,1,23,12.81,0.0,0.0,2,2,2
695.0,1,66,1,1,11.97,11.97,1,0.0,1,18,11.97,0.0,0.0,2,2,2
696.0,3,9,3,3,60.78,20.26,3,35.0,2,11,20.26,20.459357272407168,-16.915,2,2,1
698.0,2,73,1,1,5.38,5.38,1,0.0,1,21,5.38,0.0,0.0,2,2,2
700.0,1,22,1,1,25.89,25.89,1,0.0,3,18,25.89,0.0,0.0,2,2,2
701.0,1,114,1,1,57.95,57.95,1,0.0,2,7,57.95,0.0,0.0,3,2,1
702.0,1,58,1,1,7.99,7.99,1,0.0,2,4,7.99,0.0,0.0,2,2,0
703.0,2,51,1,1,11.22,11.22,1,0.0,2,11,11.22,0.0,0.0,2,2,1
704.0,2,43,2,2,43.98,21.99,2,8.0,2,5,43.98,0.0,0.0,2,2,0
705.0,1,93,1,1,39.98,39.98,1,0.0,2,15,39.98,0.0,0.0,2,2,3
708.0,1,93,1,1,9.1,9.1,1,0.0,2,11,9.1,0.0,0.0,1,2,1
709.0,1,121,1,1,48.09,48.09,1,0.0,2,19,48.09,0.0,0.0,2,2,2
714.0,1,114,1,1,54.39,54.39,1,0.0,2,7,54.39,0.0,0.0,2,2,1
715.0,2,65,2,2,32.57,16.285,2,56.0,2,4,16.285,7.488260812765538,-10.589999999999998,2,2,0
717.0,1,122,1,1,10.75,10.75,1,0.0,1,22,10.75,0.0,0.0,2,2,2
719.0,1,107,1,1,26.51,26.51,1,0.0,2,0,26.51,0.0,0.0,3,2,0
720.0,1,128,1,1,9.36,9.36,1,0.0,2,6,9.36,0.0,0.0,2,2,1
721.0,2,99,2,2,32.94,16.47,2,22.0,2,7,32.94,0.0,0.0,2,2,1
724.0,2,121,1,1,44.97,44.97,1,0.0,2,10,44.97,0.0,0.0,2,2,1
728.0,1,108,1,1,17.99,17.99,1,0.0,1,16,17.99,0.0,0.0,2,2,3
729.0,1,2,1,1,14.99,14.99,1,0.0,2,6,14.99,0.0,0.0,2,2,1
730.0,1,107,1,1,5.23,5.23,1,0.0,2,0,5.23,0.0,0.0,2,2,0
731.0,2,107,2,2,21.83,10.915,1,8.0,1,16,21.83,0.0,0.0,2,2,3
732.0,3,64,2,2,26.21,13.105,2,50.0,2,9,13.105,1.0677312395916874,-1.5099999999999998,2,2,1
735.0,4,2,4,4,88.15,22.0375,4,26.0,2,8,29.383333333333336,14.787874537381406,12.355,2,2,1
736.0,1,37,1,1,31.27,31.27,1,0.0,2,3,31.27,0.0,0.0,3,2,0
738.0,1,99,1,1,17.23,17.23,1,0.0,3,3,17.23,0.0,0.0,2,2,0
739.0,2,72,2,2,10.26,5.13,2,35.0,2,3,5.13,3.0547012947258847,4.32,2,2,0
742.0,1,107,1,1,32.0,32.0,1,0.0,2,20,32.0,0.0,0.0,2,2,2
743.0,1,92,1,1,4.97,4.97,1,0.0,3,13,4.97,0.0,0.0,1,2,3
746.0,1,128,1,1,47.44,47.44,1,0.0,2,2,47.44,0.0,0.0,2,2,0
748.0,2,73,2,2,11.97,5.984999999999999,2,48.0,1,16,5.984999999999999,1.3930003589374989,1.97,1,2,3
750.0,2,51,2,2,91.11,45.555,2,63.0,2,5,45.555,36.154369722068175,51.13000000000001,2,2,0
753.0,1,86,1,1,41.78,41.78,1,0.0,2,23,41.78,0.0,0.0,2,2,2
754.0,2,7,2,2,26.54,13.27,2,107.0,2,0,13.27,1.79605122421383,-2.539999999999999,2,2,0
755.0,1,7,1,1,17.67,17.67,1,0.0,4,0,17.67,0.0,0.0,2,2,0
758.0,2,17,2,2,22.26,11.13,2,98.0,1,19,11.13,2.630437226013957,-3.7200000000000006,1,2,2
762.0,1,121,1,1,12.17,12.17,1,0.0,2,9,12.17,0.0,0.0,2,2,1
763.0,1,38,1,1,18.7,18.7,1,0.0,1,21,18.7,0.0,0.0,2,2,2
765.0,1,107,1,1,15.99,15.99,1,0.0,2,21,15.99,0.0,0.0,2,2,2
768.0,2,86,2,2,41.49,20.745,2,28.0,2,7,20.745,13.088546519762994,-18.51,2,2,1
769.0,1,64,1,1,15.01,15.01,1,0.0,3,11,15.01,0.0,0.0,2,2,1
770.0,2,93,2,2,17.66,8.83,2,1.0,1,19,17.66,0.0,0.0,2,2,2
771.0,2,121,1,1,73.99,73.99,1,0.0,2,12,73.99,0.0,0.0,3,2,3
773.0,1,17,1,1,45.82,45.82,1,0.0,1,18,45.82,0.0,0.0,3,2,2
774.0,3,30,3,3,66.3,22.1,3,46.0,2,7,22.1,16.834687404285237,2.52,2,2,1
775.0,2,86,1,1,6.28,6.28,1,0.0,2,5,6.28,0.0,0.0,2,2,0
779.0,1,65,1,1,10.73,10.73,1,0.0,2,3,10.73,0.0,0.0,2,2,0
780.0,1,128,1,1,34.21,34.21,1,0.0,2,3,34.21,0.0,0.0,2,2,0
781.0,1,99,1,1,27.85,27.85,1,0.0,3,17,27.85,0.0,0.0,2,2,3
783.0,1,8,1,1,11.25,11.25,1,0.0,3,6,11.25,0.0,0.0,2,2,1
784.0,2,121,1,1,12.65,12.65,1,0.0,2,16,12.65,0.0,0.0,2,2,3
787.0,1,100,1,1,4.99,4.99,1,0.0,2,23,4.99,0.0,0.0,2,2,2
789.0,1,78,1,1,9.27,9.27,1,0.0,3,10,9.27,0.0,0.0,1,2,1
794.0,3,7,3,3,132.69,44.23,2,46.0,4,5,66.345,51.51272900944,72.85000000000001,2,2,0
796.0,1,43,1,1,18.8,18.8,1,0.0,3,6,18.8,0.0,0.0,2,2,1
798.0,2,114,2,2,50.42,25.21,2,0.0,2,7,50.42,0.0,0.0,2,2,1
799.0,2,99,2,2,21.17,10.585,2,1.0,2,0,21.17,0.0,0.0,2,2,0
800.0,1,31,1,1,16.04,16.04,1,0.0,1,20,16.04,0.0,0.0,2,2,2
802.0,1,114,1,1,6.29,6.29,1,0.0,2,11,6.29,0.0,0.0,2,2,1
803.0,1,72,1,1,3.0,3.0,1,0.0,2,15,3.0,0.0,0.0,2,2,3
804.0,1,8,1,1,35.49,35.49,1,0.0,3,15,35.49,0.0,0.0,2,2,3
805.0,1,86,1,1,12.81,12.81,1,0.0,2,11,12.81,0.0,0.0,2,2,1
806.0,2,108,2,2,10.62,5.3100000000000005,2,13.0,1,0,10.62,0.0,0.0,1,2,0
807.0,4,43,3,3,81.35,27.116666666666664,3,40.0,3,11,40.675,44.484087604445705,62.91,2,2,1
808.0,1,50,1,1,21.51,21.51,1,0.0,3,0,21.51,0.0,0.0,2,2,0
813.0,2,7,2,2,43.25,21.625,2,108.0,1,0,21.625,2.722361107568209,3.8500000000000014,2,2,0
815.0,1,22,1,1,23.34,23.34,1,0.0,3,18,23.34,0.0,0.0,2,2,2
817.0,1,80,1,1,29.03,29.03,1,0.0,1,19,29.03,0.0,0.0,3,2,2
823.0,2,30,1,1,38.99,38.99,1,0.0,2,2,38.99,0.0,0.0,2,2,0
825.0,1,42,1,1,24.33,24.33,1,0.0,4,9,24.33,0.0,0.0,2,2,1
826.0,2,42,2,2,13.16,6.58,2,79.0,2,2,6.58,6.236681810065349,-8.82,2,2,0
829.0,3,45,3,3,47.57,15.856666666666667,3,31.0,2,7,23.785,21.50311721588292,-30.410000000000004,2,2,1
830.0,2,72,2,2,53.580000000000005,26.790000000000003,2,56.0,2,4,26.790000000000003,16.687720036002524,23.6,2,2,0
833.0,2,52,2,2,33.98,16.99,2,69.0,1,11,16.99,0.0,0.0,2,2,1
837.0,1,92,1,1,20.0,20.0,1,0.0,3,10,20.0,0.0,0.0,2,2,1
838.0,1,78,1,1,16.99,16.99,1,0.0,3,0,16.99,0.0,0.0,2,2,0
839.0,1,38,1,1,11.79,11.79,1,0.0,1,21,11.79,0.0,0.0,2,2,2
840.0,1,2,1,1,9.95,9.95,1,0.0,2,2,9.95,0.0,0.0,1,2,0
844.0,2,7,2,2,30.21,15.105,2,64.0,3,6,15.105,14.51690221775982,20.53,2,2,1
846.0,2,86,2,2,23.1,11.55,2,29.0,1,17,11.55,5.048742417671948,7.139999999999999,2,2,3
848.0,2,58,2,2,17.490000000000002,8.745000000000001,2,21.0,2,11,8.745000000000001,4.603265145524423,6.51,2,2,1
851.0,4,30,4,4,101.95,25.4875,4,30.0,2,2,33.983333333333334,20.68243779957608,-16.445,2,2,0
852.0,1,93,1,1,71.04,71.04,1,0.0,2,23,71.04,0.0,0.0,4,2,2
857.0,2,128,1,1,8.3,8.3,1,0.0,2,8,8.3,0.0,0.0,2,2,1
858.0,3,71,3,3,68.2,22.73333333333333,3,14.0,1,3,34.1,16.786714985368636,23.74,2,2,0
859.0,2,64,2,2,37.48,18.74,2,42.0,3,0,18.74,15.697770542341356,22.2,2,2,0
861.0,1,121,1,1,12.46,12.46,1,0.0,2,1,12.46,0.0,0.0,2,2,0
865.0,1,93,1,1,24.0,24.0,1,0.0,2,20,24.0,0.0,0.0,3,2,2
866.0,2,85,2,2,12.41,6.205,2,23.0,1,5,6.205,0.0212132034355959,-0.0299999999999993,2,2,0
868.0,1,93,1,1,6.98,6.98,1,0.0,2,10,6.98,0.0,0.0,1,2,1
871.0,2,65,2,2,29.47,14.735,2,49.0,2,2,14.735,13.088546519762993,18.51,2,2,0
874.0,2,9,2,2,181.75,90.875,2,84.0,2,2,90.875,96.3432989366671,-136.25,2,2,0
875.0,1,2,1,1,44.98,44.98,1,0.0,2,15,44.98,0.0,0.0,2,2,3
877.0,3,64,3,3,30.88,10.293333333333331,3,32.0,2,2,10.293333333333331,5.0313053309586895,-1.975,2,2,0
882.0,2,43,2,2,51.09,25.545,2,56.0,3,5,25.545,4.094148263070111,5.790000000000003,2,2,0
883.0,1,31,1,1,14.99,14.99,1,0.0,1,22,14.99,0.0,0.0,2,2,2
889.0,2,51,2,2,61.08,30.54,2,49.0,2,14,30.54,18.837324650809627,26.64,2,2,3
891.0,1,121,1,1,5.44,5.44,1,0.0,2,4,5.44,0.0,0.0,2,2,0
892.0,1,115,1,1,12.17,12.17,1,0.0,1,19,12.17,0.0,0.0,2,2,2
895.0,1,66,1,1,9.99,9.99,1,0.0,1,19,9.99,0.0,0.0,2,2,2
896.0,1,6,1,1,10.05,10.05,1,0.0,5,1,10.05,0.0,0.0,2,2,0
897.0,1,8,1,1,23.98,23.98,1,0.0,3,15,23.98,0.0,0.0,2,2,3
900.0,1,2,1,1,0.92,0.92,1,0.0,2,16,0.92,0.0,0.0,2,2,3
903.0,2,73,2,2,18.43,9.215,2,13.0,1,15,18.43,0.0,0.0,2,2,3
907.0,1,115,1,1,10.48,10.48,1,0.0,1,21,10.48,0.0,0.0,2,2,2
908.0,2,107,2,2,31.34,15.67,2,21.0,2,9,31.34,0.0,0.0,2,2,1
909.0,3,79,3,3,32.05,10.683333333333332,3,22.0,2,3,16.025,14.191633098414009,-20.07,2,2,0
914.0,1,65,1,1,25.99,25.99,1,0.0,2,23,25.99,0.0,0.0,2,2,2
917.0,1,58,1,1,17.99,17.99,1,0.0,2,9,17.99,0.0,0.0,2,2,1
918.0,2,17,2,2,31.89,15.945,2,90.0,1,19,15.945,5.168950570473664,-7.310000000000002,2,2,2
922.0,1,51,1,1,15.22,15.22,1,0.0,2,5,15.22,0.0,0.0,1,2,0
923.0,1,114,1,1,39.99,39.99,1,0.0,2,7,39.99,0.0,0.0,2,2,1
928.0,1,7,1,1,26.68,26.68,1,0.0,4,5,26.68,0.0,0.0,2,2,0
934.0,1,86,1,1,48.73,48.73,1,0.0,2,4,48.73,0.0,0.0,3,2,0
935.0,3,37,2,2,729.58,364.79,2,78.0,1,21,364.79,505.8076227183612,-715.32,2,2,2
936.0,1,99,1,1,6.87,6.87,1,0.0,3,9,6.87,0.0,0.0,2,2,1
938.0,1,37,1,1,3.97,3.97,1,0.0,2,0,3.97,0.0,0.0,1,2,0
939.0,3,72,3,3,68.55,22.85,3,18.0,2,6,34.275,20.979858197804862,-29.67,2,2,1
940.0,2,64,1,1,6.25,6.25,1,0.0,3,20,6.25,0.0,0.0,2,2,2
942.0,1,45,1,1,7.67,7.67,1,0.0,1,16,7.67,0.0,0.0,1,2,3
945.0,1,108,1,1,29.68,29.68,1,0.0,1,23,29.68,0.0,0.0,2,2,2
946.0,1,114,1,1,41.37,41.37,1,0.0,2,5,41.37,0.0,0.0,3,2,0
950.0,1,58,1,1,31.95,31.95,1,0.0,2,8,31.95,0.0,0.0,2,2,1
951.0,1,107,1,1,7.1,7.1,1,0.0,2,12,7.1,0.0,0.0,2,2,3
952.0,1,7,1,1,9.43,9.43,1,0.0,4,18,9.43,0.0,0.0,1,2,2
953.0,3,44,2,2,27.3,13.65,2,56.0,2,9,13.65,11.794541110191613,16.68,2,2,1
956.0,1,58,1,1,31.98,31.98,1,0.0,2,1,31.98,0.0,0.0,2,2,0
957.0,3,16,2,2,57.13,28.565,2,0.0,2,4,57.13,0.0,0.0,2,2,0
959.0,1,58,1,1,6.65,6.65,1,0.0,2,20,6.65,0.0,0.0,1,2,2
960.0,1,31,1,1,17.95,17.95,1,0.0,1,16,17.95,0.0,0.0,2,2,3
962.0,1,65,1,1,7.99,7.99,1,0.0,2,8,7.99,0.0,0.0,1,2,1
963.0,2,2,2,2,83.18,41.59,2,77.0,2,5,41.59,14.354267658086917,20.3,2,2,0
964.0,4,30,4,4,62.86,15.715,4,23.0,3,6,20.953333333333333,24.26582439014453,-21.49,2,2,1
967.0,2,0,1,1,4.84,4.84,1,0.0,4,0,4.84,0.0,0.0,1,2,0
968.0,1,58,1,1,36.99,36.99,1,0.0,2,14,36.99,0.0,0.0,2,2,3
969.0,1,99,1,1,157.56,157.56,1,0.0,3,10,157.56,0.0,0.0,4,2,1
971.0,1,128,1,1,8.14,8.14,1,0.0,2,8,8.14,0.0,0.0,2,2,1
972.0,1,30,1,1,15.01,15.01,1,0.0,2,3,15.01,0.0,0.0,2,2,0
976.0,1,65,1,1,46.99,46.99,1,0.0,2,22,46.99,0.0,0.0,2,2,2
978.0,2,7,2,2,52.39,26.195,2,73.0,1,1,26.195,21.50311721588291,30.41,2,2,0
982.0,1,79,1,1,29.26,29.26,1,0.0,2,14,29.26,0.0,0.0,2,2,3
983.0,1,15,1,1,9.0,9.0,1,0.0,3,3,9.0,0.0,0.0,2,2,0
985.0,2,73,2,2,32.01,16.005,2,14.0,1,20,32.01,0.0,0.0,2,2,2
986.0,1,108,1,1,11.97,11.97,1,0.0,1,21,11.97,0.0,0.0,2,2,2
987.0,1,43,1,1,6.99,6.99,1,0.0,3,7,6.99,0.0,0.0,2,2,1
988.0,1,79,1,1,13.97,13.97,1,0.0,2,18,13.97,0.0,0.0,2,2,2
991.0,1,65,1,1,14.85,14.85,1,0.0,2,0,14.85,0.0,0.0,2,2,0
993.0,1,128,1,1,36.0,36.0,1,0.0,2,8,36.0,0.0,0.0,2,2,1
994.0,2,79,2,2,53.92,26.96,2,7.0,2,17,53.92,0.0,0.0,2,2,3
995.0,1,79,1,1,21.81,21.81,1,0.0,2,14,21.81,0.0,0.0,2,2,3
999.0,1,79,1,1,7.19,7.19,1,0.0,2,16,7.19,0.0,0.0,1,2,3
1061.0,1,8,1,1,17.99,17.99,1,0.0,3,10,17.99,0.0,0.0,2,2,1
1110.0,1,108,1,1,9.99,9.99,1,0.0,1,20,9.99,0.0,0.0,2,2,2
1142.0,1,37,1,1,2.42,2.42,1,0.0,2,1,2.42,0.0,0.0,2,2,0
1187.0,1,1,1,1,7.99,7.99,1,0.0,3,23,7.99,0.0,0.0,2,2,2
1211.0,1,30,1,1,20.32,20.32,1,0.0,2,8,20.32,0.0,0.0,2,2,1
1241.0,1,9,1,1,5.43,5.43,1,0.0,2,4,5.43,0.0,0.0,1,2,0
1246.0,1,8,1,1,28.96,28.96,1,0.0,3,22,28.96,0.0,0.0,2,2,2
1257.0,1,114,1,1,28.82,28.82,1,0.0,2,7,28.82,0.0,0.0,2,2,1
1299.0,1,44,1,1,64.9,64.9,1,0.0,2,20,64.9,0.0,0.0,2,2,2
1310.0,1,107,1,1,12.8,12.8,1,0.0,2,23,12.8,0.0,0.0,2,2,2
1332.0,1,64,1,1,24.83,24.83,1,0.0,3,15,24.83,0.0,0.0,3,2,3
1365.0,1,31,1,1,39.99,39.99,1,0.0,1,19,39.99,0.0,0.0,2,2,2
1370.0,1,6,1,1,6.88,6.88,1,0.0,5,1,6.88,0.0,0.0,2,2,0
1396.0,1,6,1,1,7.39,7.39,1,0.0,5,0,7.39,0.0,0.0,2,2,0
